year,reporter,partner,product,indicator,value
2021,CHN,POL,Total,XPRT-TRD-VL,36291072.906
2022,CHN,POL,Total,XPRT-TRD-VL,38163112.891
2002,CHN,AUT,Total,XPRT-TRD-VL,481423.932
2003,CHN,AUT,Total,XPRT-TRD-VL,673846.131
2004,CHN,AUT,Total,XPRT-TRD-VL,780601.171
2005,CHN,AUT,Total,XPRT-TRD-VL,883068.254
2006,CHN,AUT,Total,XPRT-TRD-VL,1048675.63
2007,CHN,AUT,Total,XPRT-TRD-VL,1552169.764
2008,CHN,AUT,Total,XPRT-TRD-VL,1769957.801
2009,CHN,AUT,Total,XPRT-TRD-VL,1428189.833
2010,CHN,AUT,Total,XPRT-TRD-VL,1854332.606
2011,CHN,AUT,Total,XPRT-TRD-VL,2226818.6
2012,CHN,AUT,Total,XPRT-TRD-VL,2040341.98
2013,CHN,AUT,Total,XPRT-TRD-VL,2037526.821
2014,CHN,AUT,Total,XPRT-TRD-VL,2396212.239
2015,CHN,AUT,Total,XPRT-TRD-VL,2497728.917
2016,CHN,AUT,Total,XPRT-TRD-VL,2240082.602
2017,CHN,AUT,Total,XPRT-TRD-VL,2527128.524
2018,CHN,AUT,Total,XPRT-TRD-VL,2827536.774
2019,CHN,AUT,Total,XPRT-TRD-VL,3047771.143
2020,CHN,AUT,Total,XPRT-TRD-VL,3406365.736
2021,CHN,AUT,Total,XPRT-TRD-VL,5345407.887
2022,CHN,AUT,Total,XPRT-TRD-VL,5118761.046
2002,CHN,SWE,Total,XPRT-TRD-VL,910015.416
2003,CHN,SWE,Total,XPRT-TRD-VL,1452933.0
2004,CHN,SWE,Total,XPRT-TRD-VL,1858587.253
2005,CHN,SWE,Total,XPRT-TRD-VL,2576501.281
2006,CHN,SWE,Total,XPRT-TRD-VL,3277858.589
2007,CHN,SWE,Total,XPRT-TRD-VL,4550029.712
2008,CHN,SWE,Total,XPRT-TRD-VL,5116283.777
2009,CHN,SWE,Total,XPRT-TRD-VL,4156381.49
2010,CHN,SWE,Total,XPRT-TRD-VL,5708835.421
2011,CHN,SWE,Total,XPRT-TRD-VL,6566883.398
2012,CHN,SWE,Total,XPRT-TRD-VL,6416053.266
2013,CHN,SWE,Total,XPRT-TRD-VL,6799060.984
2014,CHN,SWE,Total,XPRT-TRD-VL,7167601.148
2015,CHN,SWE,Total,XPRT-TRD-VL,7098551.344
2016,CHN,SWE,Total,XPRT-TRD-VL,6309694.691
2017,CHN,SWE,Total,XPRT-TRD-VL,7025726.412
2018,CHN,SWE,Total,XPRT-TRD-VL,8190858.693
2019,CHN,SWE,Total,XPRT-TRD-VL,8537756.003
2020,CHN,SWE,Total,XPRT-TRD-VL,8368156.185
2021,CHN,SWE,Total,XPRT-TRD-VL,11004777.399
2022,CHN,SWE,Total,XPRT-TRD-VL,11396090.159
2002,CHN,CZE,Total,XPRT-TRD-VL,807330.321
2003,CHN,CZE,Total,XPRT-TRD-VL,1281585.806
2004,CHN,CZE,Total,XPRT-TRD-VL,1351081.993
2005,CHN,CZE,Total,XPRT-TRD-VL,1667413.894
2006,CHN,CZE,Total,XPRT-TRD-VL,2365829.535
2007,CHN,CZE,Total,XPRT-TRD-VL,4134950.108
2008,CHN,CZE,Total,XPRT-TRD-VL,5497482.854
2009,CHN,CZE,Total,XPRT-TRD-VL,5023771.859
2010,CHN,CZE,Total,XPRT-TRD-VL,7121515.998
2011,CHN,CZE,Total,XPRT-TRD-VL,7669407.13
2012,CHN,CZE,Total,XPRT-TRD-VL,6323551.17
2013,CHN,CZE,Total,XPRT-TRD-VL,6837794.906
2014,CHN,CZE,Total,XPRT-TRD-VL,7992899.362
2015,CHN,CZE,Total,XPRT-TRD-VL,8226132.073
2016,CHN,CZE,Total,XPRT-TRD-VL,8058523.909
2017,CHN,CZE,Total,XPRT-TRD-VL,8792969.695
2018,CHN,CZE,Total,XPRT-TRD-VL,11909582.97
2019,CHN,CZE,Total,XPRT-TRD-VL,12973042.719
2020,CHN,CZE,Total,XPRT-TRD-VL,13737631.306
2021,CHN,CZE,Total,XPRT-TRD-VL,15088002.855
2022,CHN,CZE,Total,XPRT-TRD-VL,18227387.259
2002,CHN,TUR,Total,XPRT-TRD-VL,1089043.515
2003,CHN,TUR,Total,XPRT-TRD-VL,2065139.564
2004,CHN,TUR,Total,XPRT-TRD-VL,2821291.823
2005,CHN,TUR,Total,XPRT-TRD-VL,4253725.596
2006,CHN,TUR,Total,XPRT-TRD-VL,7303284.863
2007,CHN,TUR,Total,XPRT-TRD-VL,10484265.622
2008,CHN,TUR,Total,XPRT-TRD-VL,10606311.968
2009,CHN,TUR,Total,XPRT-TRD-VL,8333534.857
2010,CHN,TUR,Total,XPRT-TRD-VL,11942037.327
2011,CHN,TUR,Total,XPRT-TRD-VL,15613704.584
2012,CHN,TUR,Total,XPRT-TRD-VL,15585293.352
2013,CHN,TUR,Total,XPRT-TRD-VL,17746990.917
2014,CHN,TUR,Total,XPRT-TRD-VL,19305457.61
2015,CHN,TUR,Total,XPRT-TRD-VL,18607841.074
2016,CHN,TUR,Total,XPRT-TRD-VL,16686640.52
2017,CHN,TUR,Total,XPRT-TRD-VL,18121507.516
2018,CHN,TUR,Total,XPRT-TRD-VL,17788595.0
2019,CHN,TUR,Total,XPRT-TRD-VL,17323704.712
2020,CHN,TUR,Total,XPRT-TRD-VL,20346420.257
2021,CHN,TUR,Total,XPRT-TRD-VL,28894483.664
2022,CHN,TUR,Total,XPRT-TRD-VL,34033748.511
2002,CHN,HUN,Total,XPRT-TRD-VL,1448829.92
2003,CHN,HUN,Total,XPRT-TRD-VL,2286293.872
2004,CHN,HUN,Total,XPRT-TRD-VL,2650962.686
2005,CHN,HUN,Total,XPRT-TRD-VL,2493488.57
2006,CHN,HUN,Total,XPRT-TRD-VL,3287294.816
2007,CHN,HUN,Total,XPRT-TRD-VL,5016631.724
2008,CHN,HUN,Total,XPRT-TRD-VL,6096852.444
2009,CHN,HUN,Total,XPRT-TRD-VL,5343600.691
2010,CHN,HUN,Total,XPRT-TRD-VL,6518313.682
2011,CHN,HUN,Total,XPRT-TRD-VL,6806021.56
2012,CHN,HUN,Total,XPRT-TRD-VL,5737959.719
2013,CHN,HUN,Total,XPRT-TRD-VL,5692280.446
2014,CHN,HUN,Total,XPRT-TRD-VL,5764165.984
2015,CHN,HUN,Total,XPRT-TRD-VL,5197452.275
2016,CHN,HUN,Total,XPRT-TRD-VL,5422687.552
2017,CHN,HUN,Total,XPRT-TRD-VL,6049345.107
2018,CHN,HUN,Total,XPRT-TRD-VL,6540213.642
2019,CHN,HUN,Total,XPRT-TRD-VL,6472855.061
2020,CHN,HUN,Total,XPRT-TRD-VL,7403703.573
2021,CHN,HUN,Total,XPRT-TRD-VL,10116136.841
2022,CHN,HUN,Total,XPRT-TRD-VL,10472661.157
2002,CHN,DNK,Total,XPRT-TRD-VL,916979.06
2003,CHN,DNK,Total,XPRT-TRD-VL,1494336.994
2004,CHN,DNK,Total,XPRT-TRD-VL,1945968.318
2005,CHN,DNK,Total,XPRT-TRD-VL,2788884.309
2006,CHN,DNK,Total,XPRT-TRD-VL,3645987.868
2007,CHN,DNK,Total,XPRT-TRD-VL,4590242.75
2008,CHN,DNK,Total,XPRT-TRD-VL,5568300.089
2009,CHN,DNK,Total,XPRT-TRD-VL,4225931.184
2010,CHN,DNK,Total,XPRT-TRD-VL,5184701.506
2011,CHN,DNK,Total,XPRT-TRD-VL,6446595.87
2012,CHN,DNK,Total,XPRT-TRD-VL,6540746.658
2013,CHN,DNK,Total,XPRT-TRD-VL,5711397.331
2014,CHN,DNK,Total,XPRT-TRD-VL,6547831.618
2015,CHN,DNK,Total,XPRT-TRD-VL,6151125.353
2016,CHN,DNK,Total,XPRT-TRD-VL,5403747.138
2017,CHN,DNK,Total,XPRT-TRD-VL,6511017.642
2018,CHN,DNK,Total,XPRT-TRD-VL,7291749.105
2019,CHN,DNK,Total,XPRT-TRD-VL,6749860.91
2020,CHN,DNK,Total,XPRT-TRD-VL,7464243.692
2021,CHN,DNK,Total,XPRT-TRD-VL,10848080.684
2022,CHN,DNK,Total,XPRT-TRD-VL,10191600.679
2002,CHN,NOR,Total,XPRT-TRD-VL,527157.531
2003,CHN,NOR,Total,XPRT-TRD-VL,899273.084
2004,CHN,NOR,Total,XPRT-TRD-VL,1028512.342
2005,CHN,NOR,Total,XPRT-TRD-VL,1321905.688
2006,CHN,NOR,Total,XPRT-TRD-VL,1700840.947
2007,CHN,NOR,Total,XPRT-TRD-VL,2202099.444
2008,CHN,NOR,Total,XPRT-TRD-VL,2561128.653
2009,CHN,NOR,Total,XPRT-TRD-VL,2675352.574
2010,CHN,NOR,Total,XPRT-TRD-VL,2836321.264
2011,CHN,NOR,Total,XPRT-TRD-VL,3785871.813
2012,CHN,NOR,Total,XPRT-TRD-VL,3019831.559
2013,CHN,NOR,Total,XPRT-TRD-VL,2737115.454
2014,CHN,NOR,Total,XPRT-TRD-VL,2731442.111
2015,CHN,NOR,Total,XPRT-TRD-VL,2856797.354
2016,CHN,NOR,Total,XPRT-TRD-VL,2599921.22
2017,CHN,NOR,Total,XPRT-TRD-VL,2488990.846
2018,CHN,NOR,Total,XPRT-TRD-VL,2650995.369
2019,CHN,NOR,Total,XPRT-TRD-VL,3448822.425
2020,CHN,NOR,Total,XPRT-TRD-VL,3533992.229
2021,CHN,NOR,Total,XPRT-TRD-VL,4393523.375
2022,CHN,NOR,Total,XPRT-TRD-VL,5191404.412
2002,CHN,IRL,Total,XPRT-TRD-VL,770132.059
2003,CHN,IRL,Total,XPRT-TRD-VL,1391579.295
2004,CHN,IRL,Total,XPRT-TRD-VL,2140223.239
2005,CHN,IRL,Total,XPRT-TRD-VL,3184340.235
2006,CHN,IRL,Total,XPRT-TRD-VL,3918248.375
2007,CHN,IRL,Total,XPRT-TRD-VL,4439066.411
2008,CHN,IRL,Total,XPRT-TRD-VL,4324168.589
2009,CHN,IRL,Total,XPRT-TRD-VL,1979341.122
2010,CHN,IRL,Total,XPRT-TRD-VL,1992056.797
2011,CHN,IRL,Total,XPRT-TRD-VL,2166075.117
2012,CHN,IRL,Total,XPRT-TRD-VL,2098343.182
2013,CHN,IRL,Total,XPRT-TRD-VL,2477167.398
2014,CHN,IRL,Total,XPRT-TRD-VL,2801682.298
2015,CHN,IRL,Total,XPRT-TRD-VL,2823161.216
2016,CHN,IRL,Total,XPRT-TRD-VL,2777719.907
2017,CHN,IRL,Total,XPRT-TRD-VL,2912629.195
2018,CHN,IRL,Total,XPRT-TRD-VL,3649884.548
2019,CHN,IRL,Total,XPRT-TRD-VL,3294170.794
2020,CHN,IRL,Total,XPRT-TRD-VL,3995892.367
2021,CHN,IRL,Total,XPRT-TRD-VL,4688272.409
2022,CHN,IRL,Total,XPRT-TRD-VL,5725882.125
2002,CHN,MYS,Total,XPRT-TRD-VL,4974206.779
2003,CHN,MYS,Total,XPRT-TRD-VL,6140888.811
2004,CHN,MYS,Total,XPRT-TRD-VL,8086058.941
2005,CHN,MYS,Total,XPRT-TRD-VL,10606347.146
2006,CHN,MYS,Total,XPRT-TRD-VL,13537073.744
2007,CHN,MYS,Total,XPRT-TRD-VL,17744198.459
2008,CHN,MYS,Total,XPRT-TRD-VL,21455168.798
2009,CHN,MYS,Total,XPRT-TRD-VL,19631938.849
2010,CHN,MYS,Total,XPRT-TRD-VL,23802061.384
2011,CHN,MYS,Total,XPRT-TRD-VL,27886048.451
2012,CHN,MYS,Total,XPRT-TRD-VL,36525700.292
2013,CHN,MYS,Total,XPRT-TRD-VL,45930593.403
2014,CHN,MYS,Total,XPRT-TRD-VL,46353387.874
2015,CHN,MYS,Total,XPRT-TRD-VL,43980386.746
2016,CHN,MYS,Total,XPRT-TRD-VL,37660220.746
2017,CHN,MYS,Total,XPRT-TRD-VL,41712282.701
2018,CHN,MYS,Total,XPRT-TRD-VL,45375989.58
2019,CHN,MYS,Total,XPRT-TRD-VL,52141790.587
2020,CHN,MYS,Total,XPRT-TRD-VL,56300820.689
2021,CHN,MYS,Total,XPRT-TRD-VL,76404341.401
2022,CHN,MYS,Total,XPRT-TRD-VL,93711259.027
2002,CHN,IDN,Total,XPRT-TRD-VL,3426451.699
2003,CHN,IDN,Total,XPRT-TRD-VL,4481889.97
2004,CHN,IDN,Total,XPRT-TRD-VL,6256422.956
2005,CHN,IDN,Total,XPRT-TRD-VL,8350368.154
2006,CHN,IDN,Total,XPRT-TRD-VL,9449711.801
2007,CHN,IDN,Total,XPRT-TRD-VL,12695661.139
2008,CHN,IDN,Total,XPRT-TRD-VL,17193114.3
2009,CHN,IDN,Total,XPRT-TRD-VL,14720623.749
2010,CHN,IDN,Total,XPRT-TRD-VL,21953565.243
2011,CHN,IDN,Total,XPRT-TRD-VL,29220943.981
2012,CHN,IDN,Total,XPRT-TRD-VL,34285243.915
2013,CHN,IDN,Total,XPRT-TRD-VL,36930489.821
2014,CHN,IDN,Total,XPRT-TRD-VL,39059605.524
2015,CHN,IDN,Total,XPRT-TRD-VL,34341964.72
2016,CHN,IDN,Total,XPRT-TRD-VL,32117494.749
2017,CHN,IDN,Total,XPRT-TRD-VL,34757384.544
2018,CHN,IDN,Total,XPRT-TRD-VL,43191405.11
2019,CHN,IDN,Total,XPRT-TRD-VL,45648736.997
2020,CHN,IDN,Total,XPRT-TRD-VL,40980976.642
2021,CHN,IDN,Total,XPRT-TRD-VL,59838075.127
2022,CHN,IDN,Total,XPRT-TRD-VL,71318138.05
2002,CHN,FIN,Total,XPRT-TRD-VL,1153635.41
2003,CHN,FIN,Total,XPRT-TRD-VL,1673507.812
2004,CHN,FIN,Total,XPRT-TRD-VL,2493622.552
2005,CHN,FIN,Total,XPRT-TRD-VL,3625936.966
2006,CHN,FIN,Total,XPRT-TRD-VL,4958430.777
2007,CHN,FIN,Total,XPRT-TRD-VL,6571389.539
2008,CHN,FIN,Total,XPRT-TRD-VL,7349530.755
2009,CHN,FIN,Total,XPRT-TRD-VL,4525947.855
2010,CHN,FIN,Total,XPRT-TRD-VL,5498929.132
2011,CHN,FIN,Total,XPRT-TRD-VL,6640366.025
2012,CHN,FIN,Total,XPRT-TRD-VL,7440753.093
2013,CHN,FIN,Total,XPRT-TRD-VL,5831524.027
2014,CHN,FIN,Total,XPRT-TRD-VL,5098980.34
2015,CHN,FIN,Total,XPRT-TRD-VL,3541291.045
2016,CHN,FIN,Total,XPRT-TRD-VL,2875367.693
2017,CHN,FIN,Total,XPRT-TRD-VL,2845701.253
2018,CHN,FIN,Total,XPRT-TRD-VL,3085764.482
2019,CHN,FIN,Total,XPRT-TRD-VL,3044486.384
2020,CHN,FIN,Total,XPRT-TRD-VL,2949767.71
2021,CHN,FIN,Total,XPRT-TRD-VL,3794105.16
2022,CHN,FIN,Total,XPRT-TRD-VL,4552942.148
2002,CHN,SAU,Total,XPRT-TRD-VL,1671543.733
2003,CHN,SAU,Total,XPRT-TRD-VL,2146802.96
2004,CHN,SAU,Total,XPRT-TRD-VL,2775457.898
2005,CHN,SAU,Total,XPRT-TRD-VL,3824415.297
2006,CHN,SAU,Total,XPRT-TRD-VL,5055833.989
2007,CHN,SAU,Total,XPRT-TRD-VL,7839958.562
2008,CHN,SAU,Total,XPRT-TRD-VL,10823467.968
2009,CHN,SAU,Total,XPRT-TRD-VL,8977851.553
2010,CHN,SAU,Total,XPRT-TRD-VL,10366444.546
2011,CHN,SAU,Total,XPRT-TRD-VL,14849707.392
2012,CHN,SAU,Total,XPRT-TRD-VL,18452900.814
2013,CHN,SAU,Total,XPRT-TRD-VL,18739813.766
2014,CHN,SAU,Total,XPRT-TRD-VL,20575241.927
2015,CHN,SAU,Total,XPRT-TRD-VL,21612927.984
2016,CHN,SAU,Total,XPRT-TRD-VL,18650906.502
2017,CHN,SAU,Total,XPRT-TRD-VL,18375008.211
2018,CHN,SAU,Total,XPRT-TRD-VL,17428036.04
2019,CHN,SAU,Total,XPRT-TRD-VL,23876505.592
2020,CHN,SAU,Total,XPRT-TRD-VL,28094807.843
2021,CHN,SAU,Total,XPRT-TRD-VL,29186812.738
2022,CHN,SAU,Total,XPRT-TRD-VL,37990174.783
2002,CHN,ARE,Total,XPRT-TRD-VL,3450903.775
2003,CHN,ARE,Total,XPRT-TRD-VL,5036996.813
2004,CHN,ARE,Total,XPRT-TRD-VL,6841135.192
2005,CHN,ARE,Total,XPRT-TRD-VL,8729838.759
2006,CHN,ARE,Total,XPRT-TRD-VL,11404780.331
2007,CHN,ARE,Total,XPRT-TRD-VL,17104968.13
2008,CHN,ARE,Total,XPRT-TRD-VL,23643689.55
2009,CHN,ARE,Total,XPRT-TRD-VL,18632295.505
2010,CHN,ARE,Total,XPRT-TRD-VL,21235460.53
2011,CHN,ARE,Total,XPRT-TRD-VL,26812847.746
2012,CHN,ARE,Total,XPRT-TRD-VL,29568342.622
2013,CHN,ARE,Total,XPRT-TRD-VL,33411294.711
2014,CHN,ARE,Total,XPRT-TRD-VL,39034507.149
2015,CHN,ARE,Total,XPRT-TRD-VL,37020164.366
2016,CHN,ARE,Total,XPRT-TRD-VL,30066955.63
2017,CHN,ARE,Total,XPRT-TRD-VL,28723965.341
2018,CHN,ARE,Total,XPRT-TRD-VL,29651248.093
2019,CHN,ARE,Total,XPRT-TRD-VL,33412894.763
2020,CHN,ARE,Total,XPRT-TRD-VL,32310092.207
2021,CHN,ARE,Total,XPRT-TRD-VL,43077732.961
2022,CHN,ARE,Total,XPRT-TRD-VL,53861686.819
2002,CHN,PHL,Total,XPRT-TRD-VL,2042241.086
2003,CHN,PHL,Total,XPRT-TRD-VL,3092688.273
2004,CHN,PHL,Total,XPRT-TRD-VL,4268718.001
2005,CHN,PHL,Total,XPRT-TRD-VL,4687630.614
2006,CHN,PHL,Total,XPRT-TRD-VL,5738134.533
2007,CHN,PHL,Total,XPRT-TRD-VL,7528377.839
2008,CHN,PHL,Total,XPRT-TRD-VL,9132231.065
2009,CHN,PHL,Total,XPRT-TRD-VL,8584707.5
2010,CHN,PHL,Total,XPRT-TRD-VL,11540277.32
2011,CHN,PHL,Total,XPRT-TRD-VL,14255388.286
2012,CHN,PHL,Total,XPRT-TRD-VL,16732210.058
2013,CHN,PHL,Total,XPRT-TRD-VL,19868125.345
2014,CHN,PHL,Total,XPRT-TRD-VL,23473577.223
2015,CHN,PHL,Total,XPRT-TRD-VL,26670791.21
2016,CHN,PHL,Total,XPRT-TRD-VL,29836566.657
2017,CHN,PHL,Total,XPRT-TRD-VL,32065932.447
2018,CHN,PHL,Total,XPRT-TRD-VL,35036641.694
2019,CHN,PHL,Total,XPRT-TRD-VL,40763851.931
2020,CHN,PHL,Total,XPRT-TRD-VL,41880388.818
2021,CHN,PHL,Total,XPRT-TRD-VL,55907233.493
2022,CHN,PHL,Total,XPRT-TRD-VL,64679390.988
2002,CHN,CHL,Total,XPRT-TRD-VL,998263.386
2003,CHN,CHL,Total,XPRT-TRD-VL,1283442.803
2004,CHN,CHL,Total,XPRT-TRD-VL,1688430.897
2005,CHN,CHL,Total,XPRT-TRD-VL,2149475.698
2006,CHN,CHL,Total,XPRT-TRD-VL,3109030.073
2007,CHN,CHL,Total,XPRT-TRD-VL,4432221.346
2008,CHN,CHL,Total,XPRT-TRD-VL,6186803.918
2009,CHN,CHL,Total,XPRT-TRD-VL,4928470.444
2010,CHN,CHL,Total,XPRT-TRD-VL,8024929.525
2011,CHN,CHL,Total,XPRT-TRD-VL,10816757.816
2012,CHN,CHL,Total,XPRT-TRD-VL,12600991.714
2013,CHN,CHL,Total,XPRT-TRD-VL,13105469.078
2014,CHN,CHL,Total,XPRT-TRD-VL,13017501.123
2015,CHN,CHL,Total,XPRT-TRD-VL,13290323.498
2016,CHN,CHL,Total,XPRT-TRD-VL,12802834.385
2017,CHN,CHL,Total,XPRT-TRD-VL,14409849.164
2018,CHN,CHL,Total,XPRT-TRD-VL,15873631.082
2019,CHN,CHL,Total,XPRT-TRD-VL,14711838.585
2020,CHN,CHL,Total,XPRT-TRD-VL,15336289.699
2021,CHN,CHL,Total,XPRT-TRD-VL,25996759.432
2022,CHN,CHL,Total,XPRT-TRD-VL,22520038.832
2002,CHN,ZAF,Total,XPRT-TRD-VL,1310634.541
2003,CHN,ZAF,Total,XPRT-TRD-VL,2029363.726
2004,CHN,ZAF,Total,XPRT-TRD-VL,2951903.935
2005,CHN,ZAF,Total,XPRT-TRD-VL,3825965.079
2006,CHN,ZAF,Total,XPRT-TRD-VL,5767709.102
2007,CHN,ZAF,Total,XPRT-TRD-VL,7444900.447
2008,CHN,ZAF,Total,XPRT-TRD-VL,8617621.625
2009,CHN,ZAF,Total,XPRT-TRD-VL,7365588.491
2010,CHN,ZAF,Total,XPRT-TRD-VL,10799862.041
2011,CHN,ZAF,Total,XPRT-TRD-VL,13362300.051
2012,CHN,ZAF,Total,XPRT-TRD-VL,15323311.517
2013,CHN,ZAF,Total,XPRT-TRD-VL,16830776.066
2014,CHN,ZAF,Total,XPRT-TRD-VL,15699145.579
2015,CHN,ZAF,Total,XPRT-TRD-VL,15857921.952
2016,CHN,ZAF,Total,XPRT-TRD-VL,12849507.644
2017,CHN,ZAF,Total,XPRT-TRD-VL,14808766.628
2018,CHN,ZAF,Total,XPRT-TRD-VL,16248380.726
2019,CHN,ZAF,Total,XPRT-TRD-VL,16542941.878
2020,CHN,ZAF,Total,XPRT-TRD-VL,15238825.618
2021,CHN,ZAF,Total,XPRT-TRD-VL,20790323.445
2022,CHN,ZAF,Total,XPRT-TRD-VL,24196441.517
2002,CHN,ISR,Total,XPRT-TRD-VL,899439.666
2003,CHN,ISR,Total,XPRT-TRD-VL,1140901.174
2004,CHN,ISR,Total,XPRT-TRD-VL,1541986.013
2005,CHN,ISR,Total,XPRT-TRD-VL,1954336.521
2006,CHN,ISR,Total,XPRT-TRD-VL,2561315.252
2007,CHN,ISR,Total,XPRT-TRD-VL,3673391.873
2008,CHN,ISR,Total,XPRT-TRD-VL,4257001.665
2009,CHN,ISR,Total,XPRT-TRD-VL,3652651.123
2010,CHN,ISR,Total,XPRT-TRD-VL,5037049.627
2011,CHN,ISR,Total,XPRT-TRD-VL,6740797.88
2012,CHN,ISR,Total,XPRT-TRD-VL,6988137.193
2013,CHN,ISR,Total,XPRT-TRD-VL,7645304.406
2014,CHN,ISR,Total,XPRT-TRD-VL,7739105.565
2015,CHN,ISR,Total,XPRT-TRD-VL,8615948.86
2016,CHN,ISR,Total,XPRT-TRD-VL,8174292.923
2017,CHN,ISR,Total,XPRT-TRD-VL,8918466.72
2018,CHN,ISR,Total,XPRT-TRD-VL,9274415.805
2019,CHN,ISR,Total,XPRT-TRD-VL,9614963.788
2020,CHN,ISR,Total,XPRT-TRD-VL,11253576.116
2021,CHN,ISR,Total,XPRT-TRD-VL,15069015.057
2022,CHN,ISR,Total,XPRT-TRD-VL,16481073.879
2002,CHN,BGR,Total,XPRT-TRD-VL,97603.274
2003,CHN,BGR,Total,XPRT-TRD-VL,166471.358
2004,CHN,BGR,Total,XPRT-TRD-VL,337968.135
2005,CHN,BGR,Total,XPRT-TRD-VL,441636.731
2006,CHN,BGR,Total,XPRT-TRD-VL,1782817.93
2007,CHN,BGR,Total,XPRT-TRD-VL,818656.787
2008,CHN,BGR,Total,XPRT-TRD-VL,1124844.722
2009,CHN,BGR,Total,XPRT-TRD-VL,596052.099
2010,CHN,BGR,Total,XPRT-TRD-VL,660906.308
2011,CHN,BGR,Total,XPRT-TRD-VL,1005615.637
2012,CHN,BGR,Total,XPRT-TRD-VL,1054597.122
2013,CHN,BGR,Total,XPRT-TRD-VL,1116984.16
2014,CHN,BGR,Total,XPRT-TRD-VL,1178062.014
2015,CHN,BGR,Total,XPRT-TRD-VL,1043259.427
2016,CHN,BGR,Total,XPRT-TRD-VL,1055552.573
2017,CHN,BGR,Total,XPRT-TRD-VL,1169047.355
2018,CHN,BGR,Total,XPRT-TRD-VL,1440253.159
2019,CHN,BGR,Total,XPRT-TRD-VL,1554787.822
2020,CHN,BGR,Total,XPRT-TRD-VL,1547027.44
2021,CHN,BGR,Total,XPRT-TRD-VL,2299931.151
2022,CHN,BGR,Total,XPRT-TRD-VL,2851996.322
2002,CHN,HRV,Total,XPRT-TRD-VL,112648.676
2003,CHN,HRV,Total,XPRT-TRD-VL,169153.618
2004,CHN,HRV,Total,XPRT-TRD-VL,344514.809
2005,CHN,HRV,Total,XPRT-TRD-VL,573657.909
2006,CHN,HRV,Total,XPRT-TRD-VL,878388.212
2007,CHN,HRV,Total,XPRT-TRD-VL,1540859.912
2008,CHN,HRV,Total,XPRT-TRD-VL,1741988.454
2009,CHN,HRV,Total,XPRT-TRD-VL,1118521.596
2010,CHN,HRV,Total,XPRT-TRD-VL,1343731.335
2011,CHN,HRV,Total,XPRT-TRD-VL,1540929.756
2012,CHN,HRV,Total,XPRT-TRD-VL,1299885.707
2013,CHN,HRV,Total,XPRT-TRD-VL,1389942.736
2014,CHN,HRV,Total,XPRT-TRD-VL,1027325.028
2015,CHN,HRV,Total,XPRT-TRD-VL,985561.959
2016,CHN,HRV,Total,XPRT-TRD-VL,1016752.933
2017,CHN,HRV,Total,XPRT-TRD-VL,1159640.718
2018,CHN,HRV,Total,XPRT-TRD-VL,1327161.765
2019,CHN,HRV,Total,XPRT-TRD-VL,1396821.033
2020,CHN,HRV,Total,XPRT-TRD-VL,1566720.929
2021,CHN,HRV,Total,XPRT-TRD-VL,1954131.166
2022,CHN,HRV,Total,XPRT-TRD-VL,2265544.204
2002,CHN,SVK,Total,XPRT-TRD-VL,91728.396
2003,CHN,SVK,Total,XPRT-TRD-VL,137070.207
2004,CHN,SVK,Total,XPRT-TRD-VL,159869.849
2005,CHN,SVK,Total,XPRT-TRD-VL,308355.112
2006,CHN,SVK,Total,XPRT-TRD-VL,577283.407
2007,CHN,SVK,Total,XPRT-TRD-VL,1470687.564
2008,CHN,SVK,Total,XPRT-TRD-VL,1966040.236
2009,CHN,SVK,Total,XPRT-TRD-VL,1399014.51
2010,CHN,SVK,Total,XPRT-TRD-VL,1958477.027
2011,CHN,SVK,Total,XPRT-TRD-VL,2512599.983
2012,CHN,SVK,Total,XPRT-TRD-VL,2423049.977
2013,CHN,SVK,Total,XPRT-TRD-VL,3084436.614
2014,CHN,SVK,Total,XPRT-TRD-VL,2828495.793
2015,CHN,SVK,Total,XPRT-TRD-VL,2794467.68
2016,CHN,SVK,Total,XPRT-TRD-VL,2861362.255
2017,CHN,SVK,Total,XPRT-TRD-VL,2729478.548
2018,CHN,SVK,Total,XPRT-TRD-VL,2535850.03
2019,CHN,SVK,Total,XPRT-TRD-VL,2923824.133
2020,CHN,SVK,Total,XPRT-TRD-VL,3031506.137
2021,CHN,SVK,Total,XPRT-TRD-VL,4539088.97
2022,CHN,SVK,Total,XPRT-TRD-VL,4435772.395
2002,CHN,SVN,Total,XPRT-TRD-VL,95438.317
2003,CHN,SVN,Total,XPRT-TRD-VL,151285.133
2004,CHN,SVN,Total,XPRT-TRD-VL,206898.703
2005,CHN,SVN,Total,XPRT-TRD-VL,265565.307
2006,CHN,SVN,Total,XPRT-TRD-VL,446442.394
2007,CHN,SVN,Total,XPRT-TRD-VL,701449.937
2008,CHN,SVN,Total,XPRT-TRD-VL,964205.569
2009,CHN,SVN,Total,XPRT-TRD-VL,770101.31
2010,CHN,SVN,Total,XPRT-TRD-VL,1385668.573
2011,CHN,SVN,Total,XPRT-TRD-VL,1675371.443
2012,CHN,SVN,Total,XPRT-TRD-VL,1566640.643
2013,CHN,SVN,Total,XPRT-TRD-VL,1832812.279
2014,CHN,SVN,Total,XPRT-TRD-VL,1991941.939
2015,CHN,SVN,Total,XPRT-TRD-VL,2091734.751
2016,CHN,SVN,Total,XPRT-TRD-VL,2269426.806
